alpha_interval__,c_interval__,g1_interval__,kxmax_interval__,p50_interval__,s0_interval__,Z_interval__,sigma_log__,alpha,c,g1,kxmax,p50,s0,Z,sigma
-0.18941868378906856,-0.7152350593575545,-0.08012289372246074,1.698884311998981,0.16086650629199584,-0.4138168195050259,-0.7987358578060746,1.6486586255873816,0.045825854701596336,0.06568862341122957,48.51801857383538,8.53119515297102,-4.65271178076898,0.7591989094100482,1.8963319822961615,5.2
-0.18941868378906856,-0.9964413595047802,-0.08012289372246074,0.7863785455059721,-1.2730736848078452,-0.30433005438470395,0.03675504722037337,1.6486586255873816,0.045825854701596336,0.05392833351980728,48.51801857383538,7.0270054534913475,-7.834557734276701,0.7697997232598266,2.791344773724406,5.2
0.27889334893215495,-0.6455362832536398,-0.5527114622869387,-0.23358545695646094,-2.06141111896463,-0.30433005438470395,1.3379426887038046,0.8863455499747365,0.05735821439031382,0.06879922589859505,37.15832025337682,4.697743286100863,-8.882246248005961,0.7697997232598266,4.064681361934171,2.4262468324687694
-1.2598329895700795,-0.11478194270032605,-1.7437560430323569,-1.0217533117982738,-0.002573458012301355,-0.07261997977434101,1.0063906839512837,0.13533215540177612,0.022879261704064263,0.09426719557441328,15.734811066636095,3.014517165112508,-5.056369305065288,0.7927411917836439,3.7954094291369747,1.144917011570535
-1.2598329895700795,-0.5877074648757656,-1.1569376208537885,-1.0217533117982738,-0.002573458012301355,-0.7525894328529343,-0.7351185766338091,0.13533215540177612,0.022879261704064263,0.07143220820562106,24.683193885113482,3.014517165112508,-5.056369305065288,0.7281029353386981,1.9583262391020786,1.144917011570535
0.2029527977873009,0.3262240800428048,-0.5938848218309142,0.5618568426779151,-0.083103605694359,-0.11629217780661616,-0.7351185766338091,0.13533215540177612,0.05550591080824746,0.1161680709450293,36.21865531390082,6.550379654498706,-5.255563132540848,0.7883838705222274,1.9583262391020786,1.144917011570535
0.2029527977873009,0.3262240800428048,-0.5938848218309142,0.5618568426779151,1.0005596307299758,0.7673459703337565,-0.7351185766338091,0.13533215540177612,0.05550591080824746,0.1161680709450293,36.21865531390082,6.550379654498706,-2.761430914638269,0.873178597754792,1.9583262391020786,1.144917011570535
-0.28313284915649317,0.3262240800428048,0.021344960468361207,0.5618568426779151,0.7978170875878132,0.7745652729228142,-0.7351185766338091,0.02462068055069251,0.04353890254437169,0.1161680709450293,51.02826771485699,6.550379654498706,-3.1738773195483274,0.8738030502108045,1.9583262391020786,1.0249262723110524
-0.030252599442073147,0.3262240800428048,0.021344960468361207,0.5618568426779151,-0.9846033537856316,0.20429106253714824,-0.8952492813735244,0.02462068055069251,0.04975130526462318,0.1161680709450293,51.02826771485699,6.550379654498706,-7.307404601432329,0.8203583510808914,1.8051248706757743,1.0249262723110524
0.4482732953763401,2.095326569359469,1.5597828941196905,0.5618568426779151,-0.9846033537856316,0.20429106253714824,-0.184703906502788,0.02462068055069251,0.061412632994978365,0.17808962311696716,82.80589755184687,6.550379654498706,-7.307404601432329,0.8203583510808914,2.5427968410339035,1.0249262723110524
0.22692071456389323,1.9830289708026996,1.5597828941196905,1.9709102343580966,-0.9846033537856316,0.34437330689590495,-0.184703906502788,-1.984228637147717,0.056092311176665396,0.17580073639270422,82.80589755184687,8.838234053252032,-7.307404601432329,0.8341009835117074,2.5427968410339035,0.137486625300596
0.22692071456389323,1.9830289708026996,0.5832346941757582,1.9709102343580966,-0.7296862481942517,0.34437330689590495,-0.184703906502788,-1.984228637147717,0.056092311176665396,0.17580073639270422,64.53932556028629,8.838234053252032,-6.77989053951083,0.8341009835117074,2.5427968410339035,0.137486625300596
-0.4576114149040475,2.268246670682991,0.45942220906289843,2.677210516470335,-0.7296862481942517,0.34437330689590495,-0.184703906502788,-1.984228637147717,0.039367708921728195,0.18124257529464155,61.674832813044716,9.388849990498054,-6.77989053951083,0.8341009835117074,2.5427968410339035,0.137486625300596
-0.4576114149040475,2.268246670682991,0.5142074380265534,2.4700978193330347,-0.7296862481942517,0.34437330689590495,-0.184703906502788,-1.984228637147717,0.039367708921728195,0.18124257529464155,62.95343542750539,9.259178584649112,-6.77989053951083,0.8341009835117074,2.5427968410339035,0.137486625300596
-0.4576114149040475,2.6005087627711614,0.5142074380265534,2.4700978193330347,-0.7296862481942517,0.34437330689590495,-0.184703906502788,-1.984228637147717,0.039367708921728195,0.186178863117332,62.95343542750539,9.259178584649112,-6.77989053951083,0.8341009835117074,2.5427968410339035,0.137486625300596
-0.4159083903905452,2.9569163882860727,0.5142074380265534,2.4700978193330347,-0.7296862481942517,0.49887816639496285,-0.184703906502788,-1.984228637147717,0.04035212872471736,0.19011787202552224,62.95343542750539,9.259178584649112,-6.77989053951083,0.8488782639779837,2.5427968410339035,0.137486625300596
