c_log10,g1_log10,kxmax_log10,p50
-0.013290611615421753,0.02650906259338653,0.04570817701335262,0.08313863146020044
0.0010762009888492133,-0.0033460744737961257,0.006663410106509235,0.028783949638801005
0.020031199454762994,0.05102721069766319,0.031923559241154933,0.07815149562007027
0.02366196695216921,0.006395018119934396,0.039530610763818017,0.042207998719542374
0.02233074629391069,0.00754948162449858,0.03925728410742752,0.06213579336315337
0.0022368384652135475,0.03057362992778475,0.0601804870755654,0.06767947307357104
-0.011193131323759282,0.01238526542369756,0.06833795402944493,0.06321038196955357
0.009778741735320168,0.037626212811840885,0.058812586251021266,0.058901940860320745
-0.004493919781233944,0.0008769431594560945,0.06063248944405089,0.09140321487099003
-0.01237684004719552,-0.004595272901355498,0.021892189600106818,0.06044103897570753
0.005629005020128018,0.030847734540112665,0.07400075414793708,0.06748162077622338
0.005323410808812595,0.025603893794767043,0.03769139910469214,0.06014970111985525
-0.010140744251828558,0.00198962812715748,0.062169140088699844,0.028774038796531478
-0.018821102056052273,-0.013125336464630237,0.03569210720094052,0.04674215708947814
-0.008080685726775257,0.0195233616162129,0.03340877500019949,0.06741051805790987
-0.029241695309832106,0.023119097472016063,0.0023596899863406883,0.05980526190853523
-0.0029125150740070688,0.02832704802851756,0.03650859800480963,0.05206046424488091
0.009239137181437807,0.05932477859220339,0.07649740683284961,0.0822422627661727
0.027104852776990793,0.023448953459300988,0.06374314804155776,0.10816561157142555
0.006595214668695606,0.0401730221277423,0.0595680857061172,0.07155530768722393
-0.0034587858476695216,0.005741692979915823,0.0405835830148729,0.03051732438995109
0.0007509097635784929,0.015723574425128554,0.033086145187806955,0.04755738638138058
0.008040821217862579,0.00960969566462786,0.0358952617017155,0.08345314289585105
-0.01445867545704582,-0.0019345172643493468,0.009706791491600567,0.061080309308163196
-0.01594364429772082,0.03181282888329197,0.035821570085021286,0.0389022632462332
-0.0027450766538595506,0.02149175375641638,0.06135349554435666,0.07429272124579782
-0.0046785035274456875,0.004225873227512891,0.032336123424111705,0.06087702354114457
-0.02227201722070434,0.005205938096081217,0.02629580235088882,0.02000406671801781
0.015315272124824654,0.011769311455301523,0.09748135907552384,0.09290527112595066
-0.004806719858205929,0.02545719396898141,-0.0007528334075514527,0.035792242709448856
0.008410034667850484,0.012374079759437771,0.04962427000550794,0.04310191009456319
-0.01620673606998105,-0.0004588165778200989,0.038120964306027585,0.07513251935719856
0.0013818483993101463,0.032401807911531084,0.04357075941190644,0.10134940678880373
0.006781673935966035,0.03194688540788806,0.05559799869138074,0.07883273969457151
-0.002152345651232892,0.024578380292445023,0.05022780933372073,0.07325454558601596
0.035080029424812184,0.027145933600137506,0.060305207019757126,0.11686072423252755
0.005073262774208978,0.0200982002857508,0.02360015954450493,0.030565446348010214
0.02676745696445344,0.010536151392248644,0.06458183849131266,0.07536065203641432
-0.014364034248982204,0.04027168716209608,0.03574638498336626,0.08422553380210444
0.00656523974710979,0.030926433274156815,0.02816872514445391,0.052683540583173295
0.002392382654964287,0.025196724782332026,0.056093140823856684,0.06566371475693665
0.0286708096881798,0.023603373556638392,0.046629075553492834,0.04018746814360922
0.009483842795810993,0.011644107196619093,0.04773647903397279,0.039642906452723184
0.00838951222265867,0.036565623384815914,0.03366968217038726,0.058424908001911316
0.003867505481014335,0.03516265302967402,0.04419412204744743,0.033717878279539266
-0.01335753034133188,-0.013075960634153564,0.01813134375408039,0.037631930268196584
-0.00484329067528161,0.044708140188497766,0.03889082161271044,0.0612470401812089
0.009834778333946876,0.013114839839494576,0.0028012995656751497,0.04715584229911105
0.0009845976271110762,0.02815787042166391,0.06574940680168923,0.05693071376304916
-0.004032024333121842,0.02320342189647982,0.053063784178767746,0.0684214770744735
0.008238044468853283,0.02494417962777295,0.030129931016998027,0.034018993804725346
0.0005546283376065363,0.027182247168110397,0.050136773454234694,0.055385542001350034
-0.0010127959073058784,0.0311794650256397,0.05609347287842168,0.036385932535803314
0.0042898211978611685,0.03667160338428347,0.02488236802318291,0.06990443574744043
0.006592591138549349,0.02537812799347599,0.03533037871315446,0.049539746750403464
0.005444846108039362,0.030321040217498135,0.04660785940695064,0.07396258444045371
-0.0008235327437031602,0.02943970531251768,0.03376964686397115,0.047382926395065306
0.01051663458159332,0.022184744077433368,0.052706404741357474,0.07522171474989246
0.019596302561361873,0.043065613144543505,0.028375176979394155,0.05007776022165357
0.01171379404156423,0.04741591023441582,0.08161204465565353,0.08243337554051683
0.007948559409559545,0.007257672187493652,0.05023299213676035,0.06210907172232315
-0.0041878552169806625,0.019990514133112085,0.01912620328110539,0.0619001899840923
0.018435152596778286,0.02324924583953544,0.04464469391065106,0.07332657493763801
0.011976289786190359,0.04946365235957284,0.059751587360305336,0.08741968494565941
-0.02029219601903169,0.02004697150690881,0.013065639175101857,0.06287599904417998
-0.009736618154971623,0.021056549889530082,0.016731240796012476,0.04674466019123362
0.014679381644296847,0.01629151829359969,0.04755497361777032,0.06135552882770627
0.00275496861099538,0.0325671520281263,0.057201156461400754,0.09536108857592827
0.003090721895953778,0.019703265728356244,0.036773744018457476,0.03943499109415695
0.004013619232537306,0.034064215768051735,0.04229148423735564,0.07557501994820987
-0.0076868232613325135,0.03114055180349449,0.037622840072970544,0.04637975343506834
0.003702976917612225,0.00962062189665971,0.039611037115915855,0.06849143914713261
0.001546808583175256,0.04989556828315109,0.05928684748520798,0.10038810125232829
-0.00460793582431604,0.02473804996573482,0.05104085160607687,0.03504192756180851
-0.005543445910189456,0.002421903014617462,0.02366265171864485,0.04718913376310391
0.021344042371161307,0.05107961439494408,0.0582422801552481,0.029232556379986174
0.002353106769883238,0.017560054840538086,0.028149434084749212,0.0607962295304424
-0.003170554784481472,0.028398671025357137,0.03828952725445675,0.047494218973580304
-0.0059685448456067445,0.025745976072150414,0.01982785629272042,0.05264909269337742
0.0032327924032422104,0.03668027224668621,0.017530343197393678,0.020942862519333135
-0.007848873943842632,0.014178188412553916,0.01283261190989623,0.025104519744678117
-0.0010524661385993659,0.019054020006776078,0.046805169521716226,0.04440545812921101
0.015226078442163981,0.014022589411219283,0.047366520572937644,0.06784153352920007
-0.0056310393713119855,-0.005227024740018423,0.0642928338322737,0.06227416232172351
0.008734767160594327,0.03327896927868576,0.06151514468274371,0.060252719421045035
0.001147589344673528,0.032442924877121845,0.04527226285552054,0.09218985986751532
0.006625936829862264,0.024730709733788617,0.027541791106656617,0.04653646034499711
-0.02147683731483618,0.00553086801740904,0.015649772156430337,0.022147583546554585
0.02259063978605086,0.002778104998246201,0.02819091114629604,0.05857800538235589
0.00203652967144504,-0.0064864294214612775,0.045867475848327274,0.038453779636888376
-0.020330774650608112,-0.005936584569225704,0.034936118774726715,0.05665499444361345
-0.013871252654462572,0.014869708118552394,0.03224808403751373,0.03539119519397534
-0.004129136960727257,0.032863493729817825,0.02787100865117952,0.034548872357463394
0.005464632715925943,0.040366142817401036,0.04301540313114744,0.06377804536962046
-0.003380020480251909,0.050931877191208355,0.06941415497992284,0.08788082050526637
-0.0075052116783009505,-0.005202707544744693,0.04008108184277612,0.04879107035334706
-0.010849592397099416,0.021567947103153285,0.06299078824881488,0.08807341167147448
-0.0008340117802881128,0.05638732716443174,0.0512851085251053,0.07013181592254931
0.0021797005006954635,0.025017490739396808,0.05252710543638264,0.0787722104952627
-0.000604487253836279,0.0013040535126443297,0.010833880854943773,0.04713244071478885
0.025929948561423586,0.03230585679663581,0.034178585289473824,0.06353199505051825
-0.009011711949716944,0.023783119281574894,0.033788926379345344,0.09530653874582028
-0.005244150013930159,0.03946164478739733,0.027331150320450665,0.04285371905413243
0.01028491579567001,0.02737811458031729,0.038804868154365124,0.07830649223789171
-0.024179090022510306,-0.00047595945727038066,0.006011136600340591,-0.002663072527400992
0.002056766368866029,0.03774147476954827,0.027897426627526214,0.03192069870824343
0.0030255349803011687,0.009228646399649714,0.028129349555097837,0.037917675487533636
-0.004137124853363159,0.02350607283167521,0.02898915021253852,0.03880120211383693
0.025710633991548396,0.012475870883477017,0.05168646841777055,0.02940172266742084
-0.00847639045744134,0.010000615282181895,0.021460727120443137,0.05322378799443987
